audio,caption
dataset/Reekado Banks - You Dey Mad ft AttiFaya.mp3,"upbeat, energetic, Afrobeats, male, collaboration"
dataset/BIG YASA - OVER 18.mp3,"energetic, powerful, hip hop, male, explicit, intense"
dataset/Amaarae - Reckless sweet.MP3,"upbeat, sensual, afrobeats, alternative, female, "
dataset/Gdzilla - Chop Life.mp3,"energetic, upbeat, Afrobeats, male, party, dance"
dataset/Falz - Karishika ft Phyno.mp3,"energetic, intense, Afrobeat, male, Nigerian"
dataset/Portugal the man - Live in the moment.MP3,"upbeat,happy,energetic, indie rock,alternative, mixed, live performance"
dataset/Kranium  Yam Head Last Last Refix Clean Version.mp3,"upbeat,happy, dancehall, male, refix, clean version"
dataset/J cole - Middle child.MP3,"confident, introspective, hip hop, male, J Cole"
"dataset/Mavins ft ayra starr , rema , bayanni and crayon - Amina.MP3","upbeat,happy, afrobeat, mixed, collaboration"
dataset/One Cup - Dj Voyst - Oberz.mp3,"upbeat,happy, Afrobeat, male, party"
dataset/Flavour ft yemi alade - Crazy love.MP3,"romantic, upbeat, Afrobeat, male, female, collaboration"
"dataset/Dj envy ft derez deshon ,2 chainz , yo gotti - Hardaway (remix).MP3","energetic, hype, hip hop, male, remix"
dataset/Ruger - Kristy.mp3,"upbeat, energetic, groovy, afrobeat, male, Nigerian"
dataset/Jaywon - Saro.MP3,"melancholic, afrobeats, male, Nigeria"
dataset/Tiesto and ava max - The motto.MP3,"upbeat, energetic, dance, pop, mixed, collaboration"
dataset/VECTOR - Popular.mp3,"upbeat,dance, pop, male, "
dataset/Mali B-flat FT SjavasDaDeejay & Mellow & SleazyThe Magic Violin.mp3,"energetic,upbeat, house, mixed, violin"
dataset/D-block europe ft burna boy - She's not anyone.MP3,"energetic, upbeat, hip-hop, Afrobeats, male, collaboration"
dataset/Eugy  ft. Mamba Sounds - Ahoufe.mp3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Kohsea - Want You.mp3,"upbeat, romantic, pop, male, love"
dataset/Megan mafia - Effortless.MP3,"energetic, confident, hip hop, female, "
dataset/Kida Kudz - Bounce Ft Wiley.mp3,"energetic, upbeat, hip hop, male, collaboration, dance"
dataset/Skepta ft j hus - What do you mean.MP3,"energetic, hype, grime, rap, male, collaboration"
dataset/Magixx - All Over (radio edit).mp3,"upbeat, energetic, catchy, pop, dance, male, radio edit"
dataset/Barry jhay - Shako.MP3,"upbeat, energetic, Afrobeat, male, "
dataset/Vice and jason derulo ft ava max - Make up.MP3,"upbeat, lively, pop, mixed, collaboration"
dataset/Maroon 5 ft bantu - One light.MP3,"upbeat,happy, pop, mixed, collaboration"
dataset/Tha-Boy-Myles-Something-Special.mp3,"energetic,happy, hip hop, male, upbeat"
dataset/Summer walker ft usher - Come thru.MP3,"sensual, intimate, R&B, mixed, summer walker, usher, come thru"
dataset/Harmonize ft ruger - Single again remix.MP3,"excited, energetic, Afrobeats, male, collaboration, remix"
dataset/Eruchee - Bellefull.mp3,"upbeat,happy,energetic, pop, female, catchy"
dataset/Dj maphorisa ft 031choppa - Messiah.MP3,"energetic, uplifting, afrobeat, amapiano, male, collaboration"
dataset/Kabza-De-small-x-Dj-Maphorisa -Ft-ElaineRide-With-Me.mp3,"upbeat, energetic, amapiano, mixed, collaboration"
dataset/Fireboy dml - Someone.MP3,"romantic, soulful, Afrobeats, male, Nigerian"
dataset/Glorilla - Lick or sum.MP3,"upbeat, energetic, hip-hop, male, explicit"
dataset/Tiwa Savage - Without My Heart ft Don Jazzy.mp3,"romantic, heartfelt, Afrobeats, female, collaboration, love song"
dataset/Av - Jiggy.MP3,"upbeat, energetic, pop, male, Jiggy, Av"
dataset/Lyta - Worry.mp3,"melancholic, emotional, Afrobeats, male, Nigerian"
dataset/Olivetheboy - GOOD SIN REMIX FT OXLADE REEKADO KING PROMISE.mp3,"upbeat, happy, Afrobeat, male, remix, featuring"
dataset/Victony - Many Man (COLORS).mp3,"energetic,confident, hip hop, male, Nigerian"
dataset/Semi-Tee-Free-Your-Mind-ft-Chley-Tracey-Bongza.mp3,"upbeat,happy, amapiano, male, "
dataset/G2 amani - Energy.MP3,"energetic, powerful, hip hop, male, upbeat"
dataset/Dai_Verse -Your_Body_Cocaine.mp3,"energetic, sensual, hip hop, male, explicit"
dataset/WurlD - Chop & Pray.mp3,"soulful, reflective, Afrobeat, male, Nigerian"
dataset/Kekerenke Master 12 (1).mp3,"energetic, joyful, Afrobeat, male, danceable"
dataset/Teni - Shake am.MP3,"energetic,happy, Afrobeats, female, Nigerian"
"dataset/Semi Tee - Labantwana Ama Uber (Audio) ft. Miano, Kammu Dee.mp3","energetic, upbeat, amapiano, male, collaboration, popular"
dataset/Rita ora - New look.MP3,"energetic, upbeat, pop, female, summer, catchy"
dataset/Jidenna - Sufi woman.MP3,"upbeat, energetic, hip hop, male, catchy"
dataset/Don Novul - Show Love.mp3,"uplifting,happy, pop, male, love,positive"
dataset/RAGEE-OSHIMIRI-ft-Logos-Olori-Peruzzi.mp3,"energetic, upbeat, Afrobeats, mixed, collaboration"
dataset/Morrisson ft aitch - House and garage.MP3,"energetic,upbeat, house,garage, male, collaboration"
dataset/Masego - Queen tings (santi remix).MP3,"groovy, upbeat, R&B, Remix, Male, Santi"
dataset/Already.mp3,"upbeat,happy,energetic, pop, female, catchy"
dataset/Toby  shang idan - (Talk And Do).mp3,"upbeat,happy, Afrobeat, male, energetic"
dataset/BABYBOY AV - KUPE.mp3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/Rukmani ft duduboy - So fine.MP3,"upbeat,happy, afropop, female, collaboration"
dataset/If I Be You - Crayon.mp3,"melancholic, Afrobeat, male, upbeat"
dataset/King perry ft teni - Murder.MP3,"energetic, groovy, afrobeat, male, female, collaboration"
"dataset/M.i abaga ft runtown, phyno and stormrex - Bullion van.MP3","energetic, vibrant, hip hop, afrobeat, male, collaboration, Nigerian artists"
dataset/Tebza-Rsa-Mosadi-Original-ft-Jay-Eazzy-Carltronic-SA.mp3,"energetic,happy, afro house, male, South African music"
dataset/Rayvanny - WABABA.mp3,"upbeat,happy, bongo flava, male, Tanzanian"
dataset/Mr 2Kay - Sade.mp3,"romantic,sad, Afrobeat, male, "
dataset/Slyjay-iThemba-Lami-Ft-Nokwazi.mp3,"hopeful, uplifting, Afro House, female, collaboration, South African music"
dataset/Focalistic - Blecke (feat JazziDisciples)_(muzmo.pro).mp3,"energetic, upbeat, Amapiano, male, collaboration, South African music"
dataset/Wande Coal - Taboo.mp3,"sensual, passionate, Afrobeat, male, Nigerian"
dataset/O TI LO (Radio Edit) 808_Recordz_Ft_Dotman.mp3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Black Sherif ft Empire RUN.mp3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Burna Boy - Gbona.mp3,"upbeat, energetic, Afrobeat, male, Nigerian, dance"
dataset/D double e ft skepta - Don.MP3,"energetic, aggressive, grime, male, collaboration"
dataset/Sarz x Dr Alban - Hello Africa Riddim.mp3,"energetic, lively, Afrobeat, Dancehall, male, collaboration, international"
dataset/Idahams - Billion Dollar.mp3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Ms banks - Bad b bop.MP3,"upbeat, confident, rap, female, empowering"
dataset/Basket Mouth - Dia Fada ft Sound Sultan  Item 7.mp3,"happy, upbeat, Afrobeats, male, collaboration, Nigerian music"
dataset/Davido Ft Musa Keys Unavailable.mp3,"energetic, uplifting, Afrobeat, male, collaboration"
dataset/L.a.x - Zaza.MP3,"upbeat, energetic, afrobeat, male, party"
dataset/Justin bieber - Anyone.MP3,"romantic, uplifting, pop, male, love, relationship"
dataset/Sarkodie Ft Ink_Boy One Million Cedis.mp3,"energetic, upbeat, hip-hop, male, collaboration"
dataset/KHAID FT BOYSPYCE- CARRY ME GO.mp3,"upbeat, lively, Afrobeat, male, collaboration, summer vibes"
dataset/Sean tizzle ft davido - Kpro kpro.MP3,"upbeat, Afrobeats, male, collaboration"
dataset/Yung l - Bam bam.MP3,"energetic, upbeat, Afrobeats, male, Nigerian"
dataset/Dr sid ft solidstar - Softly.MP3,"relaxed, romantic, Afrobeat, male, collaboration"
dataset/Young thug ft j cole and travis scott - The london.MP3,"energetic,leisurely, hip hop, mixed, collaboration"
"dataset/Dladla mshunqisi ft distruction boyz , dj tira - Pakisha.MP3","energetic, lively, gqom, dance, male, collaboration"
dataset/P-square - Jaiye (ihe geme).MP3,"energetic,happy, Afrobeat, male, Nigerian"
dataset/Nle choppa - Protect.MP3,"energetic, intense, rap, male, upbeat"
dataset/Ice Prince - In a Fix ft Mr Eazi.mp3,"upbeat, chill, afrobeat, male, collaboration"
dataset/Koffee - Lockdown.MP3,"upbeat,happy, reggae, female, "
dataset/Wani ft. buju - Times two (x2).MP3,"upbeat, energetic, Afrobeat, male, collaboration"
dataset/Crayon ft Yababul-CHOPLIFE.MP3,"energetic, happy, Afropop, male, collaboration"
dataset/Major_League_Djz_Abidoza_ft_Sars_Wurld_-_Trobul_Amapiano_Remix-amapianosa.com-.mp3,"energetic, vibrant, Amapiano, mixed, remix"
dataset/Gen Z Fuji Remix Ft Terry Apala.mp3,"upbeat,happy, afrobeat, male, remix,featured artist"
dataset/Stonebwoy - Gidigba (firm & strong).MP3,"firm, strong, Afrobeats, male, dancehall"
dataset/Paradise - Ed singer.MP3,"joyful, energetic, pop, male, upbeat, catchy"
dataset/Cavemen - Open your mind.MP3,"upbeat,happy, rock, male, "
dataset/Wizkid-2-Sugar-ft-Ayra-Starr.mp3,"upbeat, energetic, afrobeat, male, collaboration, hit song"
dataset/Johnny-Drille-Spending.mp3,"upbeat, lively, pop, male, piano"
dataset/Patoranking Ft Popcaan Tonight.mp3,"upbeat, energetic, dancehall, male, collaboration"
dataset/Zoro ft oxlade - African girl bad.MP3,"upbeat, romantic, Afrobeats, male, collaboration, love song"
dataset/Sarkodie Ft Black Sheriff Country Side.mp3,"upbeat, lively, hip hop, male, collaboration"
"dataset/Desto dubb ft lil pump, lil uzi vert, smokepurpp, - Bank teller.MP3","energetic,hype, hip hop, male, collaboration"
"dataset/El Mukuka, Y.LOH, Frigid Armadillo ft Mumba Yachi - Osanisiya.mp3","upbeat, happy, electronic, afro-house, mixed, collaboration"
dataset/Semi Tee - Labantwana Ama Uber (Edit)_(muzmo.pro).mp3,"upbeat, energetic, amapiano, male, South African, dance"
dataset/Black Sherif - Simmer Down.mp3,"melancholic, reflective, Afrobeats, male, upcoming artist"
dataset/Tiwa Savage - One.mp3,"upbeat, energetic, Afrobeats, female, dance"
dataset/Moonbwoi Epik - Joro.mp3,"upbeat, energetic, romantic, Afrobeats, male, Nigerian music"
dataset/Native sound system ft alpha p and lady donli - Pressure.MP3,"energetic, upbeat, lively, afrobeats, mixed, collaboration"
dataset/R2bees - Beautiful.MP3,"upbeat,happy, Afrobeat, male, Ghanaian"
dataset/Kojo funds ft raye - Check.MP3,"energetic, hip hop, mixed, collaboration"
dataset/Tolibian - Happy.mp3,"happy, pop, male, "
dataset/Nyengelezi-Yodumo-INDABA-ZABANTU.mp3,"energetic, upbeat, afro pop, male, dance"
dataset/Mix naija ft t classic - Hold on.MP3,"upbeat,happy, Afrobeats, male, collaboration"
dataset/Peruzzi x Davido - Sunshine.mp3,"happy, energetic, Afrobeat, male, collaboration"
dataset/Oyeh (Radio Edit) Idahams.mp3,"upbeat, energetic, Afrobeat, male, Nigerian music"
dataset/Yemi Alade - Sugar n Spice.mp3,"upbeat,happy, afrobeat, female, "
dataset/Korede Bello -Complete.mp3,"uplifting,happy,positive, Afropop, male, "
dataset/Polo g - Distraction.MP3,"melancholic, reflective, Hip-Hop, male, Chicago"
dataset/LuuDadeejay-Init.mp3,"upbeat,happy, afro-house, male, dance"
dataset/Kyle deutsch ft mnqobi yazo - Now that we are talking.MP3,"upbeat, energetic, Afro-pop, male, collaboration"
dataset/Zen univrse - No love.MP3,"calm, peaceful, serene, ambient, male, instrumental"
dataset/Omah Lay - Come Close.mp3,"upbeat, groovy, Afrobeats, male, catchy"
dataset/Dj tunez and wizkid - Cool me down.MP3,"upbeat,happy, afrobeat, male, collaboration,summer hit"
dataset/Sauti sol ft patoranking - Melanin.MP3,"upbeat, groovy, Afrobeat, male, collaboration"
dataset/Ice Prince - Tatabara ft Skales.mp3,"energetic,happy, afrobeat, male, collaboration"
dataset/Carly rae jepsen - Party for one.MP3,"energetic, catchy, pop, female, solo artist"
dataset/Phyno ft d smoke - I do this.MP3,"energetic, confident, hip-hop, male, collaboration, motivational"
dataset/Post malone ft young thug - Goodbyes.MP3,"melancholic, emotional, hip hop, rap, male, collaboration"
dataset/Asap rocky - Same problems.MP3,"upbeat, confident, hip hop, male, collaboration"
dataset/Rotimi ft nektunez - Make you say.MP3,"upbeat, energetic, Afrobeats, R&B, male, collaboration"
dataset/Iyanya - Plans.mp3,"upbeat, hopeful, Afrobeats, male, Nigerian"
dataset/SHOUSE  Love Tonight Edit.mp3,"joyful, energetic, upbeat, house, mixed, dance"
dataset/Laycon-Ze-Roberto.mp3,"upbeat,happy, Afrobeats, male, Nigerian"
dataset/Otega-Outside.mp3,"upbeat,happy,energetic, hip hop, male, urban"
dataset/Frankie - Prosper.MP3,"upbeat, energetic, pop, male, catchy"
dataset/Ed sheeran ft travis scott - Antisocial.MP3,"energetic, upbeat, pop, hip hop, mixed, collaboration"
dataset/Migos - Stir fry.MP3,"energetic, hip hop, male, vibes"
dataset/Lojay & sarz - Monalisa.MP3,"upbeat, romantic, afrobeat, male, "
dataset/Show Dem Camp - Popping Again Ft  Boj & Odunsi.mp3,"energetic, groovy, Afrobeat, mixed, collaboration"
dataset/Blaqbonez-NO-SLEEP-ft-Young-Jonn clean.mp3,"upbeat, energetic, hip hop, rap, male, collaboration, mainstream"
"dataset/Prinz, Rushawn, Jermaine Edwards - Beautiful Day (Thank You for Sunshine).mp3","happy, uplifting, reggae, mixed, gratitude"
dataset/Poco Lee ft HotKid Otilo Izz Gone Radio Edit Clean Version.mp3,"upbeat, energetic, Afrobeats, male, dance, radio edit, clean version"
dataset/Asake - Yoga.MP3,"upbeat,happy, Afrobeats, male, n/a"
"dataset/Tiwa savage ft wizkid , spellz - Ma lo.MP3","upbeat, romantic, Afrobeats, female, collaboration"
dataset/Timaya - Gra gra.MP3,"energetic, upbeat, Afrobeats, male, danceable"
dataset/Iyanya-Running-Ft-M3lon.mp3,"energetic, upbeat, Afrobeats, male, "
"dataset/Metro boomin ft wizkid, offset and j balvin - Only you.MP3","Energetic, Upbeat, Hip Hop, Reggaeton, Male, Collaboration"
dataset/Yemi Alade & Youssoupha - Hustler.mp3,"energetic, motivational, Afrobeats, female, collaboration, upbeat"
dataset/Show Dem Camp - Cool Me Down ft Fasina.mp3,"cool, chill, relaxed, hip hop, rap, male, collaboration"
dataset/Ice Prince - Trillions ft Phyno.mp3,"energetic, hype, hip-hop, male, collaboration"
dataset/Iyanya - Ekaette Ft  Tekno.mp3,"energetic, upbeat, afropop, male, collaboration, Nigerian artists"
dataset/Burna Boy - Higher.mp3,"uplifting, energetic, afrobeat, male, Nigeria"
dataset/Falz - Ello Bae.mp3,"upbeat,funny, Afrobeat, male, Nigerian"
dataset/NINIOLA - LEVEL.mp3,"energetic, uplifting, empowering, afrobeat, female, dance"
dataset/Boj ft wizkid and darkovibes - Awolowo.MP3,"energetic, afrobeat, male, collaboration"
dataset/MO'HITS ALL STARS - TEN TEN.mp3,"upbeat, lively, Afrobeat, mixed, collaboration, group"
dataset/Kizz Daniel - Nesesari Ft Philkeyz.mp3,"energetic, uplifting, Afrobeat, male, collaboration"
dataset/Naira Marley - Japa.mp3,"upbeat,dance, afrobeats, male, popular"
"dataset/Banx & ranx ,ella eyre ft yxng bane - Answerphone.MP3","energetic, upbeat, pop, electronic, mixed, collaboration"
"dataset/Tech n9ne, joey cool, king iso & dwayne johnson - Face off.MP3","energetic, intense, rap, hip hop, male, collaboration"
dataset/DJ-Stokie-Waze-wamuhle-ft-Ommit-MaWhoo-Oscar-MBO.mp3,"energetic, upbeat, house, mixed, collaboration, popular"
dataset/Nonso Amadi - Different Ft Majid Jordan.mp3,"chill, romantic, R&B, male, collaboration"
dataset/DJ Spinall - Serious ft Burna Boy.mp3,"energetic,upbeat, Afrobeat, male, "
dataset/Zlatan - That guy.MP3,"energetic, confident, hip hop, male, catchy"
"dataset/Rita ora ft cardi b,bebe rexha , charli xcx - Girls.MP3","upbeat, empowering, pop, female, collaboration"
dataset/Mr 2kay - Waterside Boy.mp3,"energetic, lively, Afrobeat, male, Nigerian"
dataset/Danny-S-Na-God.mp3,"upbeat,happy, afrobeat,gospel, male, Nigerian artist"
dataset/PEACE.mp3,"peaceful, calm, soothing, pop, female, acoustic"
dataset/Tekno - Sudden.MP3,"upbeat, energetic, Afrobeats, male, pop"
dataset/Creed Tha Kid - Drop That clean.mp3,"upbeat, energetic, lively, hip hop, male, clean version"
dataset/R3HAB x Mr Eazi x Wafia  I Wanna Run Away .mp3,"energetic, upbeat, EDM, mixed, collaboration"
dataset/Young thug ft gunna - Surf.MP3,"upbeat, energetic, hip hop, male, collaboration"
dataset/Korede bello - Mi casa su casa.MP3,"romantic, soothing, Afropop, male, "
dataset/BKAY YVNG PABLO radioedit.mp3,"energetic, uplifting, hip hop, male, "
dataset/Spyro ft Simi - Only fine Girl.mp3,"upbeat, romantic, Afrobeats, mixed, collaboration"
dataset/Adao - Arise.mp3,"uplifting, energizing, pop, male, motivational"
dataset/My Way - Hotkid.mp3,"energetic, upbeat, Afrobeats, male, Nigerian music"
dataset/BKAY! - Information.mp3,"energetic, upbeat, electronic, male, pop"
dataset/Mellow & sleazy  Zwonaka.mp3,"mellow, sleazy, unknown, unknown, unknown"
dataset/Bandros-Indlini-Irere-Ft-Smash-SA-Khanya-Greens-Smangi-Mingle.mp3,"upbeat,happy, afrobeat, mixed, collaboration, South African music"
dataset/T.i. ft teyana taylor - You.MP3,"upbeat, energetic, hip hop, male, female, collaboration"
"dataset/Major lazer ft beam , shensea - Tiny.MP3","energetic, upbeat, dancehall, reggae, mixed, collaboration"
dataset/Bola Moses - Wrong.mp3,"sad, melancholic, R&B, male, heartbreak, emotional"
dataset/Rexxie ft t classic - Keep your kpali.MP3,"energetic,dance, afrobeats, male, Nigerian music"
dataset/Zuchu - Chapati.mp3,"upbeat,happy, bongo, female, "
dataset/Yemi Alade - Single & Searching Ft  Falz.mp3,"upbeat, romantic, Afrobeat, female, "
dataset/Falz - Sweet Boy.mp3,"upbeat,happy, Afrobeat, male, fun, catchy"
dataset/Terry Apala - Champagne Shower.mp3,"energetic, lively, Afrobeat, male, upbeat"
dataset/Ototo (Radio Edit) Asake.mp3,"uplifting, energetic, Afrobeats, male, radio edit"
dataset/Black-Motion-Please-Stay-ft-Osaze-Bucie.mp3,"upbeat,happy, house, mixed, collaboration"
dataset/Lauv and troye sivan - I'm so tired.MP3,"chill,relaxed, pop, male, duet"
dataset/Mz Kiss -  Ife oni baje.mp3,"happy, energetic, Afrobeat, female, Nigerian"
dataset/Johnny Drille - Dear Future Wife.mp3,"romantic, love, Afropop, male, Nigerian"
dataset/Ice-Prince-Woke.mp3,"upbeat, energetic, hip hop, male, Nigerian"
dataset/Barry jhay - Ayewada.MP3,"upbeat,happy, Afrobeat, male, Nigerian"
dataset/Drake ft rick ross - Money in the grave.MP3,"energetic, rap, male, "
dataset/Yemi Alade - Vibe.mp3,"upbeat,happy, Afrobeat, female, dance"
dataset/Patoranking - Heal the world.MP3,"inspiring, uplifting, afrobeat, male, social message"
dataset/Konga ft slimcase and mr real - High tension.MP3,"energetic, lively, Afrobeat, male, collaboration"
dataset/DJ_Ngwazi_Ft_Master_KG_Nokwazi_Casswell_P_-_Ngisize_Nami.mp3,"energetic, upbeat, afro house, male, collaboration"
dataset/Alhamdulillah.mp3,"uplifting, spiritual, Islamic, male, praise, gratitude"
dataset/Kcee ft tekno - Boo.MP3,"happy, upbeat, afrobeat, male, collaboration"
dataset/Spiritual Gbedu (Radio Edit) Joeboy.mp3,"Spiritual, Upbeat, Afrobeats, Male, Radio Edit, Joeboy"
dataset/Yung6ix - Before I Go Broke ft Olamide.mp3,"energetic, upbeat, hip hop, male, collaboration"
dataset/Rod wave - Cold december.MP3,"sad, R&B, male, emotional, heartbreak"
dataset/Phyno - Zamo Zamo ft Wande Coal.mp3,"energetic,dance, Afrobeats, male, collaboration"
dataset/Teni - Lanke.MP3,"upbeat,happy, Afrobeats, female, Nigerian artist"
dataset/Ms banks ft k trap - Pull up.MP3,"energetic, upbeat, rap, hip hop, female, collaboration, UK music"
dataset/Burna boy ft byron messia - Talibans.MP3,"energetic, powerful, afrobeat, male, collaboration"
